y1,y2,y3,y4,y5,y6,y7,y8,fidelity,mse,parameters
-0.3833970834052663,-0.14049738152134644,-0.26969439321883665,-0.3295164540904879,-0.5389227918057617,-0.331729928592068,-0.24010373409245028,-0.4402484284984811,0.904296875,0.27220769214150037,[1.21363643 0.87195153 1.21258053 0.25737284 0.22938066 0.79509913]
-0.09354398040321359,-0.372812934168329,-0.46327225877603784,-0.3012919614213934,0.4537313466643604,0.5735307694200097,-0.03615503537056721,0.10365878196521751,0.9375,0.24116357008493325,[ 2.91943616 -1.03724844  3.09608562  1.6440524   0.51318927  0.99150725]
-0.25453498554808884,-0.19805109830567588,-0.35987624361199827,0.021807070391058173,-0.7615791632199606,-0.28790099488959864,0.2473851264034796,-0.20472430017397783,0.978515625,0.593055582331282,[ 2.11049574 -0.92884549  0.89953665  2.42157052  1.37926859  0.86728407]
-0.44267649740432374,0.10928816386715495,0.4191127666153083,-0.5077040037360282,0.03740829665318484,-0.38520057245307526,-0.4263846597964881,0.1645965052740133,0.98828125,0.18103064857196122,[-0.72328935  1.59993794  1.53021602  0.08050063 -0.52795013  0.21755869]
-0.33313928645788493,-0.08015737012437275,-0.37403268577379445,-0.4110364815557999,0.4176067577955026,0.32467677066114786,-0.41403252752110437,-0.3500117558414414,0.9921875,0.15792516786920402,[0.94560579 1.70455396 0.36513412 0.35563403 1.97212529 0.23599471]
0.28311067895823094,0.0014627606709913294,0.6097717324391583,0.345809920446632,0.6279232625837325,-0.0394945381167659,0.12480008088412388,-0.13045165620386312,0.9453125,0.3053141939864058,[ 0.7216631  -1.20653119  0.64555705  1.34207596  2.84730561 -0.04522569]
-0.5346118628239955,-0.34050798845847313,0.18429953564898918,-0.03503123271750063,-0.11451247298692424,-0.5221636574872736,-0.4595370669215531,0.2571160288133537,0.78125,0.327742682313299,[-0.88906269  0.62599149 -0.48933054  1.32740003  1.01853902  1.55758775]
-0.0757073373771203,-0.030636432245994213,-0.4886510943236077,0.4400452162410207,-0.05868055099425045,0.0037706378148915955,0.4842323781342816,0.5683058181631926,0.45703125,0.2256852619103543,[1.00064069 2.0504134  0.84810508 0.67901763 0.88042634 0.64468553]
-0.14436461814695056,-0.13391226685657426,0.34065163069090026,0.3534116439544765,0.4524374915691455,-0.39617126286965226,-0.09773627180611603,0.5908293375501668,0.8203125,0.19785041354721877,[2.2047804  0.58499029 0.78913581 1.30042616 2.0111318  0.13005211]
0.43522170674089683,0.07958089329127893,-0.2982874709989401,-0.030241991707071383,-0.4942655953118457,-0.3272772063206255,-0.586494278095523,0.13774820239245764,0.95703125,0.4048089234852473,[1.03495223 4.08333569 0.49277032 1.45109981 3.89918734 1.05045448]
