y1,y2,y3,y4,fidelity,mse,parameters,,,,,,,,,,,,
0.38760126648920700,0.2422507915557550,0.7752025329784150,0.4360514248003580,0.982421875,0.10977285952868600,[0.57572097 1.46845333 0.64430887 0.82136767],,,,,,,,,,,,
0.34480575789809600,0.7148412053984920,0.058869275738699300,0.6055125504551930,1.0,0.02895466274670620,[0.38424666 0.57265282 2.25894615 0.63814193],,,,,,,,,,,,
0.6469315242532830,0.03404902759227800,0.7235418363359080,0.23834319314594600,0.99609375,0.06627444389690990,[0.45454648 0.75126841 0.1637442  0.86944152],,,,,,,,,,,,
0.6064198023852800,0.26866700105676900,0.3377528013285100,0.6678294026268270,1.0,0.03475422922214240,[0.9469639  0.69970197 0.95219917 0.82219721],,,,,,,,,,,,
0.574338100245548,0.1276306889434550,0.4679791927926690,0.6594252262078510,1.0,0.075071495340883,[1.24529094 0.75891909 0.48057153 0.80322809],,,,,,,,,,,,
0.007062950084281070,0.7062950084281070,0.296643903539805,0.6427284576695780,0.9921875,0.02238794037289120,[ 1.52893705  2.12085199  1.27476094 -0.05375393],,,,,,,,,,,,
0.07150842452385810,0.6614529268456870,0.7150842452385810,0.21452527357157400,0.998046875,0.028699216039966700,[1.55963683 2.80613213 0.01383143 0.1883407 ],,,,,,,,,,,,
0.20557029656194700,0.893783898095422,0.2681351694286270,0.29494868637148900,0.99609375,0.030980813420116100,[-0.30004883  0.5036864   2.71401406  0.19426189],,,,,,,,,,,,
0.7401349177750390,0.11686340806974300,0.3116357548526480,0.5843170403487150,0.998046875,0.04536759337572910,[1.07748696 0.3466903  0.51481522 0.85180484],,,,,,,,,,,,
0.09363291775690450,0.7490633420552360,0.023408229439226100,0.6554304242983310,0.994140625,0.012866541062790900,[ 2.76173744  1.53554428  0.3622879  -0.17466482],,,,,,,,,,,,
0.49477208954536600,0.20932665326919300,0.5835773363868420,0.6089502640558350,1.0,0.03045477376789510,[0.84005207 1.06678016 0.57137491 0.86266098],,,,,,,,,,,,
0.5662975580414680,0.7519688885468680,0.04641783262634990,0.33420839490971900,1.0,0.03566795066688000,[0.39801491 0.25417396 1.88619432 0.41292656],,,,,,,,,,,,
0.6898802245538940,0.17247005613847300,0.45992014970259600,0.5317826730936270,1.0,0.015941484646986800,[0.82419038 0.6641392  0.47760448 0.6723117 ],,,,,,,,,,,,
0.02212275685753490,0.4092710018643960,0.8406647605863280,0.35396410972055900,0.9921875,0.05554264910730990,[0.79589951 2.45284391 0.38046605 0.40574148],,,,,,,,,,,,
0.4759812657460630,0.6663737720444880,0.4623818010104610,0.33998661839004500,0.99609375,0.08106545237113030,[ 1.10473198  1.83982209  0.4833898  -0.4050021 ],,,,,,,,,,,,
0.25186528809666800,0.39878670615305800,0.6926295422658370,0.5457081242094480,1.0,0.04499827746159890,[1.17095747 1.94164061 0.40864874 0.40975053],,,,,,,,,,,,
0.6333071110036410,0.007916338887545520,0.6649724665538230,0.39581694437727600,0.994140625,0.04259181714051060,[0.51977894 0.58732599 0.31873714 1.14926195],,,,,,,,,,,,
0.7669279695205480,0.3102180550869630,0.19819486852778200,0.5256472600084650,0.9921875,0.06631508189955770,[1.03771463 0.50481482 0.61308532 0.31787023],,,,,,,,,,,,
0.603768543106847,0.28175865344986200,0.7379393304639240,0.10733662988566200,0.990234375,0.10074170594758600,[-0.30350296  1.14264333  0.77115878  0.43164651],,,,,,,,,,,,
0.3097315126985080,0.8472067847341550,0.4281582675538200,0.05465850224091320,0.984375,0.0497171171343796,[ 1.23148937  2.26684262  1.01951297 -1.33307636],,,,,,,,,,,,
0.6234331993001490,0.20560031040749600,0.4045683527373310,0.6366977354554710,1.0,0.03615337276663520,[0.93705274 0.68574338 0.65734009 0.73971018],,,,,,,,,,,,
0.11906636995246600,0.5238920277908530,0.6905849457243060,0.48420323780669700,1.0,0.034226484236725100,[1.45150753 2.23261281 0.23968976 0.40863544],,,,,,,,,,,,
0.6344687510533600,0.3076212126319320,0.19226325789495800,0.6825345655270990,0.998046875,0.036373331259081100,[1.34483464 0.5846638  0.55460134 0.33637734],,,,,,,,,,,,
0.5919103643397670,0.7710411324952220,0.02336488280288550,0.23364882802885500,0.99609375,0.054377702011262000,[0.1895857  0.20227791 1.75303516 0.24013269],,,,,,,,,,,,
0.5863897423317630,0.27131465689977100,0.3413313425513250,0.6826626851026490,0.998046875,0.052176925791467800,[1.24016406 0.91872127 0.4897902  0.56025489],,,,,,,,,,,,
0.24351398501216500,0.6331363610316290,0.6679240731762240,0.30613186687243600,1.0,0.04125715993852160,[ 1.25148769  2.28715727  0.34135825 -0.14957071],,,,,,,,,,,,
0.3445281176597070,0.6890562353194140,0.6010916095339570,0.21258117898152100,0.8203125,0.4053888032578890,[0.40318284 1.32461327 1.02603663 0.2107238 ],,,,,,,,,,,,
0.06740160649599500,0.09436224909439300,0.9436224909439300,0.3100473898815770,0.97265625,0.0861827307980888,[0.41141038 2.3269338  0.06973878 0.7642243 ],,,,,,,,,,,,
0.5724799346708840,0.49351718506110700,0.651442684280661,0.0658022913414809,0.998046875,0.03370444489195950,[-0.60240415  0.31927161  1.0753952   1.08052132],,,,,,,,,,,,
0.6461217229774960,0.40471360670019000,0.6461217229774960,0.03550119357019210,1.0,0.019608061797077000,[-0.52411643  0.47033233  0.95147664  0.89547478],,,,,,,,,,,,
0.24214029368137900,0.10492746059526400,0.6779928223078600,0.6860641654305730,1.0,0.022217155764697100,[0.34396261 0.93337817 1.22427416 1.72113405],,,,,,,,,,,,
0.3445074888106040,0.7771448003402000,0.28842487435306400,0.44064911359495800,0.99609375,0.0453083041520916,[-0.10082175  1.15728542  2.31994502 -0.14993224],,,,,,,,,,,,
0.43953128975714900,0.3986446581518320,0.5213045529677810,0.6132994740797420,0.99609375,0.024745245735644200,[0.57506152 1.30999104 1.03649562 0.54499652],,,,,,,,,,,,
0.09706450818307540,0.23295481963938100,0.2232483688210730,0.9415257293758310,0.998046875,0.019809713318376200,[2.16289524 1.39311805 0.44629037 0.92552969],,,,,,,,,,,,
0.11259790597991500,0.4410084650880010,0.7788021830277460,0.4316253062563410,0.99609375,0.05860490324226420,[1.11364538 2.34423727 0.41507803 0.3189422 ],,,,,,,,,,,,
0.4511841125083420,0.24133103692306700,0.8499049561203660,0.1259118453511650,0.974609375,0.07604163676153060,[-0.53671396  1.05704275  0.71699578  1.09341771],,,,,,,,,,,,
0.1352626465231290,0.728337327432231,0.18728674133971700,0.6450987757256900,0.9921875,0.030342257132665400,[ 0.02256771  1.51809118  2.60953963 -0.0339606 ],,,,,,,,,,,,
0.5094819741302640,0.5834390348911090,0.2629584382607810,0.5752215836954590,1.0,0.034900849432065400,[0.49126478 0.89573948 1.47272371 0.39078757],,,,,,,,,,,,
0.4327720403228290,0.22863428545357000,0.6287442849973180,0.6042477544130070,0.998046875,0.04289635011113140,[0.52951948 1.08305314 0.84631802 1.00379162],,,,,,,,,,,,
0.6920539286303270,0.3824508552957070,0.5645703101984250,0.23675529137353300,0.994140625,0.05527802417495810,[0.13075506 1.12991574 0.83456629 0.26764693],,,,,,,,,,,,
0.44029838225489300,0.15879613786242000,0.5990945201173140,0.6496205639826290,1.0,0.031477104957903900,[0.72879542 0.92955886 0.886733   1.18146175],,,,,,,,,,,,
0.5082920853001320,0.19484529936505100,0.016943069510004400,0.8386819407452180,1.0,0.009597431510549600,[1.95812193 0.38248555 0.35070133 0.18507644],,,,,,,,,,,,
0.4397989080239160,0.4687330467097000,0.5150276686069540,0.5671091182413650,1.0,0.04337652696885680,[0.56553089 1.41174084 1.08825586 0.36233866],,,,,,,,,,,,
0.18151995109689900,0.8008233136627890,0.1708423069147280,0.5445598532906960,0.99609375,0.03409907377141030,[ 0.01353755  1.49280615  2.52545855 -0.29509876],,,,,,,,,,,,
0.05730118034771080,0.35526731815580700,0.8251369970070350,0.43548897064260200,1.0,0.018615692507818700,[0.91447241 2.36449869 0.41175478 0.51118378],,,,,,,,,,,,
0.3263230920738310,0.5093823876274430,0.023877299420036400,0.79590998066788,0.994140625,0.07226493801754700,[2.15981101 0.92566289 0.53359268 0.05963349],,,,,,,,,,,,
0.8681787349810710,0.12972785695119400,0.0,0.4789951641274870,1.0,0.015718243979078600,[ 0.98950504 -0.21116506  0.85279961  0.8348472 ],,,,,,,,,,,,
0.8179507503188790,0.5485081502138370,0.00962295000375152,0.17321310006752700,0.998046875,0.03664556964991480,[ 0.41462511 -0.28322788  1.29956643  0.5410964 ],,,,,,,,,,,,
0.5778173001649760,0.12164574740315300,0.547405863314188,0.5930230185903700,0.998046875,0.020930338007780400,[0.83580958 0.63421226 0.67773168 1.17052285],,,,,,,,,,,,
0.24300461591651900,0.5832110781996470,0.43740830864973500,0.6399121552468340,0.99609375,0.066690947218808,[0.97336194 1.63735959 1.17621449 0.16027894],,,,,,,,,,,,
0.8573131628862510,0.22800881991655600,0.22800881991655600,0.4012955230531390,1.0,0.023632301437335600,[0.65112717 0.2956442  0.51826726 0.36722469],,,,,,,,,,,,
0.3103950612763300,0.7640493816032740,0.5650781884774220,0.023876543175102300,0.998046875,0.059724975005258200,[ 1.36329986  2.7523247   0.79652196 -1.1345933 ],,,,,,,,,,,,
0.1257294654382120,0.7395850908130140,0.39198009813089700,0.5325012653853700,1.0,0.01343676890802390,[ 1.36885913  2.02319178  1.06458177 -0.26307872],,,,,,,,,,,,
0.03956282840374720,0.25056457989039900,0.9495078816899330,0.18462653255082000,0.994140625,0.0021952786392061400,[0.59511728 2.59565835 0.06924662 0.53309655],,,,,,,,,,,,
0.6991493159707590,0.1879433645082690,0.2405675065705840,0.6465251739084440,1.0,0.010449887625950000,[1.09649434 0.38866254 0.77817287 0.72569266],,,,,,,,,,,,
0.3078098896932790,0.3303325645488850,0.6982029205237790,0.5555593131049420,0.998046875,0.03662486411995420,[0.62965659 1.93576773 0.80532445 0.35981498],,,,,,,,,,,,
0.05061049150617490,0.7085468810864490,0.5856356874285950,0.39042379161906400,1.0,0.014806732626335400,[ 1.23497751  2.52207494  1.08053514 -0.48040982],,,,,,,,,,,,
0.030393873212678200,0.16716630266973000,0.44071116158383500,0.8814223231676690,0.99609375,0.03386563923560020,[1.07636773 1.71912813 1.19430551 1.30949481],,,,,,,,,,,,
0.1968418433999310,0.9732735590329930,0.06561394779997700,0.09842092169996560,1.0,0.004921699067182140,[-0.31546994  1.08773992  3.00949982 -0.90368059],,,,,,,,,,,,
0.5847296379647570,0.2036698738978370,0.545309662371627,0.5650196501681920,1.0,0.049601934544214100,[0.65579823 0.90375283 0.65838979 0.73170491],,,,,,,,,,,,
0.676283111687198,0.24592113152261700,0.6916531824073620,0.061480282880654400,0.966796875,0.12779130685032800,[0.09894261 0.99747602 0.2996503  0.4310047 ],,,,,,,,,,,,
0.5748989524238730,0.5561522474535300,0.31244508283906200,0.5124099358560610,0.998046875,0.0291842258093761,[0.54809159 1.04952341 1.19224468 0.12162844],,,,,,,,,,,,
0.7150111380935300,0.6679709316400080,0.15052866065126900,0.1411206193605650,1.0,0.008908517228832010,[-0.0280487   0.04171009  1.5099792   0.36406311],,,,,,,,,,,,
0.295283996191801,0.8250582246535620,0.399501877200672,0.26922952593958300,0.998046875,0.06519319136502650,[-0.58145372  0.52113683  2.43008186  0.4467217 ],,,,,,,,,,,,
0.8030121266988960,0.2890843656116030,0.4336265484174040,0.2890843656116030,1.0,0.0509688155349197,[0.19693956 0.69265511 0.78904761 0.40613019],,,,,,,,,,,,
0.180790152556264,0.44293587376284700,0.30734325934564900,0.8225951941310010,0.99609375,0.03995916240853050,[1.54641275 1.46815187 0.95667664 0.51851694],,,,,,,,,,,,
0.49204596755489300,0.5567888580226420,0.6085831703968420,0.27839442901132100,0.990234375,0.1038295357294440,[-0.38459516  0.88894347  1.53602485  0.51770389],,,,,,,,,,,,
0.3042727018606140,0.4792295054304670,0.6998272142794120,0.4335886001513750,0.96484375,0.15979510679439200,[-0.05848973  0.70854597  1.35882539  1.23430809],,,,,,,,,,,,
0.04750845494789380,0.22170612309017100,0.578019535199374,0.7838895066402470,1.0,0.005919385947659190,[0.9807413  1.86294931 0.96391244 0.99670899],,,,,,,,,,,,
0.25721832767315000,0.20363117607457700,0.05358715159857280,0.9431338681348820,1.0,0.014797706877924200,[2.33390193 0.93437694 0.51806656 0.60470358],,,,,,,,,,,,
0.4119069300004400,0.5895922723535710,0.6945881564713300,0.01615321294119370,0.99609375,0.011723187144845300,[-1.03961579  0.2108094   1.2797416   1.14167429],,,,,,,,,,,,
0.4031438996769590,0.5023793211359020,0.5023793211359020,0.57680588723011,0.99609375,0.06621703789619590,[0.96568062 1.5005752  0.79510468 0.2847039 ],,,,,,,,,,,,
0.354089301566702,0.7632591611548910,0.3619579527126290,0.40130120844226200,0.98828125,0.08153394113292740,[-0.2361367   1.29753696  2.29488032 -0.24273626],,,,,,,,,,,,
0.0,0.27686231571057000,0.57001064999235,0.7735858821324750,1.0,0.00470643820262653,[1.01819579 1.90712594 0.94819699 0.91526321],,,,,,,,,,,,
0.44857383978944500,0.6055746837157500,0.3663353024947130,0.5457648384104910,1.0,0.033542307399322,[0.50020609 1.37133137 1.36969085 0.02739026],,,,,,,,,,,,
0.1521671713817070,0.5199045022208310,0.6974328688328220,0.4691821117602620,1.0,0.010074880566866100,[1.36705103 2.18844257 0.22890533 0.39698954],,,,,,,,,,,,
0.7477484608431620,0.32900932277099100,0.13459472295176900,0.5608113456323720,0.998046875,0.021834954101535100,[0.96578505 0.42098512 0.81853461 0.44449095],,,,,,,,,,,,
0.6709363941370320,0.06970767731293840,0.37467876555704400,0.6360825554805630,0.998046875,0.023593271411956500,[1.14373292 0.39960127 0.51883529 0.88758614],,,,,,,,,,,,
0.21239131000891800,0.08495652400356710,0.6711565396281800,0.7051391492296070,0.98828125,0.0782789474818723,[0.629799   1.53739178 0.87491187 1.16693508],,,,,,,,,,,,
0.6373156135055220,0.1980845825760410,0.7406640913712830,0.07751135839932030,0.994140625,0.06281447118876020,[-0.20621544  0.88658712  0.53449681  0.88978172],,,,,,,,,,,,
0.18857796333127900,0.1795980603155030,0.6645128231673630,0.7004324352304630,0.99609375,0.023081338820613300,[0.91227103 1.63677294 0.70051888 1.05312628],,,,,,,,,,,,
0.917056654630137,0.1667375735691160,0.05954913341754140,0.35729480050524800,0.998046875,0.014881341808270300,[ 0.69214428 -0.16904712  0.67641959  0.55365885],,,,,,,,,,,,
0.0,0.37049347571799100,0.06946752669712340,0.9262336892949780,1.0,0.01764891055158580,[1.93070235 1.66983818 1.07205472 0.89022219],,,,,,,,,,,,
0.3533696105538150,0.2802586566461290,0.07311095390768580,0.889516605876844,0.9921875,0.044207737835960700,[2.07444293 0.83650599 0.6844873  0.5377775 ],,,,,,,,,,,,
0.5932644782761720,0.6706468015295850,0.43849983176934400,0.0773823232534137,0.994140625,0.022058004074818600,[-0.43039602  0.01488764  1.52373017  0.85671972],,,,,,,,,,,,
0.6289615569626870,0.08776207771572380,0.24865922019455100,0.7313506476310320,1.0,0.032176611074144400,[1.42930506 0.53272179 0.51894559 0.71262338],,,,,,,,,,,,
0.22640388699960300,0.9056155479984120,0.17415683615354100,0.3134823050763730,0.951171875,0.18820778556707200,[ 0.24638849  0.96761365  2.19609816 -0.05856635],,,,,,,,,,,,
0.5325437009827680,0.36655605392320400,0.5394598529435830,0.5394598529435830,1.0,0.015668880181673200,[0.27710508 0.89010521 1.17928821 0.80636217],,,,,,,,,,,,
0.7073245200003880,0.297820850526479,0.16131962736850900,0.6204601052634980,1.0,0.05797369057060360,[1.12982814 0.47998013 0.86260061 0.50508717],,,,,,,,,,,,
0.6036714217152220,0.33464394029865600,0.6233563593798490,0.3674521697397000,0.99609375,0.11440036433324300,[0.44294609 1.15026748 0.66946866 0.66349431],,,,,,,,,,,,
0.9687364957831050,0.0,0.16145608263051700,0.18836542973560400,1.0,0.011773647173011800,[ 0.34494403  0.14450981 -0.03489874  0.16188441],,,,,,,,,,,,
0.9604522532065510,0.1477618851087000,0.0422176814596286,0.2321972480279570,1.0,0.0077911752909251200,[ 0.46117116  0.29079414  0.23183142 -0.20904092],,,,,,,,,,,,
0.6996820349597480,0.48159932276450100,0.527033221138511,0.027260339024405700,0.900390625,0.21099920504176200,[0.26672921 1.14257381 0.482812   0.04522597],,,,,,,,,,,,
0.8462781539160830,0.295687547753812,0.4078448934535340,0.1733340797177520,1.0,0.010557533210450200,[0.00447233 0.73978246 0.67537102 0.17513072],,,,,,,,,,,,
0.618433024951119,0.40989165607225300,0.5249489630399030,0.41708273775773100,0.990234375,0.07799535667641430,[0.40266472 0.93596821 0.83896178 0.48691883],,,,,,,,,,,,
0.4384206860442090,0.6541514998119940,0.06959058508638230,0.6123971487601650,0.990234375,0.0715849943094029,[0.80462701 0.58669948 1.76635404 0.52535316],,,,,,,,,,,,
0.6492150632228990,0.0,0.06955875677388200,0.7574175737600490,1.0,0.020463754113576400,[1.63330833 0.19220662 0.30932012 0.39179899],,,,,,,,,,,,
0.0685221537170218,0.44049955960942600,0.8907879983212830,0.08809991192188520,0.99609375,0.07823056998861720,[ 1.11527274  2.85287272 -0.24605741  0.31872116],,,,,,,,,,,,
0.08544009678659650,0.6621607500961230,0.6194407017028240,0.4129604678018830,0.990234375,0.08537054698126980,[ 1.59161415  2.49634952  0.43408736 -0.01801964],,,,,,,,,,,,
0.33713519615611400,0.4668025792930810,0.769359806612671,0.2766237506921960,0.966796875,0.14863260634526400,[-0.41017595  1.09658759  1.47353418  0.95293907],,,,,,,,,,,,
0.6282043314837980,0.6980048127597760,0.1396009625519550,0.3141021657418990,0.99609375,0.10859122283376600,[ 0.76959144  1.06761709  0.91733604 -0.54036364],,,,,,,,,,,,
0.3403485038492140,0.574338100245548,0.5956098817361240,0.44670741130209300,0.892578125,0.27559983306521800,[0.22258426 0.73057465 1.39657301 0.82594915],,,,,,,,,,,,
0.6372090632164020,0.6513692646212110,0.37524533722743700,0.16992241685770700,0.9921875,0.06895411121921880,[-0.14260292  0.88525195  1.57318391 -0.05820983],,,,,,,,,,,,
0.23690562505090000,0.5838031474468600,0.15229647324700700,0.7614823662350340,0.99609375,0.03846971027184430,[0.54594521 1.0887304  2.05906952 0.56528658],,,,,,,,,,,,
0.8266666666666670,0.0,0.13333333333333300,0.5466666666666670,0.994140625,0.01797330726446930,[1.08305307 0.05839096 0.30553876 0.51037059],,,,,,,,,,,,
0.3337969573876650,0.23109020126838400,0.6419172257455100,0.6504761220887840,0.994140625,0.07564077062463120,[0.8729488  1.36941533 0.56442009 1.00236724],,,,,,,,,,,,
0.16645082370971300,0.528726145901442,0.009791224924100780,0.8322541185485660,0.998046875,0.02856454493661600,[2.35688118 1.24469906 0.55909757 0.13469576],,,,,,,,,,,,
0.4692147123113290,0.6744961489475350,0.4887653253243010,0.2932591951945800,0.970703125,0.23208940076366500,[-0.06341992  1.01319453  1.47691322  0.24192446],,,,,,,,,,,,
0.4539874776174380,0.6681325142294360,0.34263205857919800,0.47968488201087700,0.994140625,0.053461557895101700,[0.14357566 0.94137518 1.77778843 0.28033026],,,,,,,,,,,,
0.301101729745329,0.4475836523241380,0.33365326809617500,0.7730990358326020,1.0,0.0239885245375115,[1.37856305 1.47184841 0.84021886 0.48941361],,,,,,,,,,,,
0.6319141232895320,0.5145586432500480,0.4603945755395160,0.35206644011845400,0.99609375,0.04810033405142310,[0.11819467 0.92515226 1.2473465  0.29570004],,,,,,,,,,,,
0.246547968047826,0.6827482192093640,0.6637829908979930,0.1801696689580270,0.775390625,0.4470805049314890,[-0.26306281  1.22808294  1.37398561  0.21846537],,,,,,,,,,,,
0.5728918992315460,0.6649638116080450,0.13299276232160900,0.46035956188249300,1.0,0.02793832374197840,[0.37340681 0.53912017 1.64387433 0.3754409 ],,,,,,,,,,,,
0.45178123045699500,0.7298004491997620,0.24326681639992100,0.45178123045699500,0.994140625,0.09620313859286450,[0.25407184 1.05479837 1.74234783 0.10694001],,,,,,,,,,,,
